counts	number of items in equivalence class	isoforms in equivalence class
27	52	('ENST00000299626', 'ENST00000376156', 'ENST00000525755', 'ENST00000525761', 'ENST00000525783', 'ENST00000525870', 'ENST00000526737', 'ENST00000527099', 'ENST00000529139', 'ENST00000530454', 'ENST00000530608', 'ENST00000530910', 'ENST00000532050', 'ENST00000532306', 'ENST00000532440', 'ENST00000615266', 'ENST00000679444', 'ENST00000679497', 'ENST00000679539', 'ENST00000679559', 'ENST00000679648', 'ENST00000679697', 'ENST00000679874', 'ENST00000679986', 'ENST00000680063', 'ENST00000680101', 'ENST00000680223', 'ENST00000680256', 'ENST00000680329', 'ENST00000680398', 'ENST00000680399', 'ENST00000680459', 'ENST00000680467', 'ENST00000680499', 'ENST00000680580', 'ENST00000680643', 'ENST00000680761', 'ENST00000680797', 'ENST00000680829', 'ENST00000680866', 'ENST00000680996', 'ENST00000681221', 'ENST00000681225', 'ENST00000681351', 'ENST00000681384', 'ENST00000681417', 'ENST00000681489', 'ENST00000681575', 'ENST00000681699', 'ENST00000681723', 'ENST00000681765', 'ENST00000681957')
27	1	('ENST00000534482',)
27	44	('ENST00000299626', 'ENST00000376156', 'ENST00000525761', 'ENST00000525783', 'ENST00000525870', 'ENST00000527099', 'ENST00000529139', 'ENST00000530454', 'ENST00000530608', 'ENST00000530910', 'ENST00000532050', 'ENST00000532306', 'ENST00000532440', 'ENST00000615266', 'ENST00000679444', 'ENST00000679497', 'ENST00000679539', 'ENST00000679559', 'ENST00000679697', 'ENST00000680101', 'ENST00000680223', 'ENST00000680256', 'ENST00000680329', 'ENST00000680398', 'ENST00000680399', 'ENST00000680467', 'ENST00000680499', 'ENST00000680580', 'ENST00000680643', 'ENST00000680761', 'ENST00000680829', 'ENST00000680866', 'ENST00000680996', 'ENST00000681221', 'ENST00000681225', 'ENST00000681351', 'ENST00000681384', 'ENST00000681417', 'ENST00000681489', 'ENST00000681575', 'ENST00000681699', 'ENST00000681723', 'ENST00000681765', 'ENST00000681957')
27	8	('ENST00000396553', 'ENST00000396554', 'ENST00000444303', 'ENST00000528723', 'ENST00000529507', 'ENST00000529834', 'ENST00000533116', 'ENST00000534047')
27	6	('ENST00000263646', 'ENST00000317204', 'ENST00000525159', 'ENST00000527886', 'ENST00000530506', 'ENST00000530541')
27	8	('ENST00000398006', 'ENST00000526587', 'ENST00000531154', 'ENST00000613181', 'ENST00000614444', 'ENST00000616540', 'ENST00000618252', 'ENST00000622211')
27	3	('ENST00000380034', 'ENST00000433961', 'ENST00000684655')
27	5	('ENST00000263309', 'ENST00000525064', 'ENST00000525428', 'ENST00000527133', 'ENST00000528364')
27	5	('ENST00000380027', 'ENST00000380034', 'ENST00000396847', 'ENST00000433961', 'ENST00000684655')
27	1	('ENST00000431606',)
27	2	('ENST00000641278', 'ENST00000641962')
27	4	('ENST00000305494', 'ENST00000340353', 'ENST00000525018', 'ENST00000526733')
27	1	('ENST00000678030',)
27	4	('ENST00000393427', 'ENST00000525034', 'ENST00000526415', 'ENST00000533193')
27	8	('ENST00000360962', 'ENST00000525908', 'ENST00000527634', 'ENST00000531415', 'ENST00000532565', 'ENST00000532727', 'ENST00000540737', 'ENST00000642265')
27	2	('ENST00000227322', 'ENST00000429220')
27	16	('ENST00000278826', 'ENST00000381787', 'ENST00000451389', 'ENST00000507563', 'ENST00000542946', 'ENST00000543594', 'ENST00000685597', 'ENST00000686820', 'ENST00000688279', 'ENST00000689076', 'ENST00000689882', 'ENST00000691720', 'ENST00000692219', 'ENST00000692667', 'ENST00000692785', 'ENST00000693557')
27	15	('ENST00000354420', 'ENST00000356187', 'ENST00000397604', 'ENST00000397614', 'ENST00000397615', 'ENST00000438658', 'ENST00000524464', 'ENST00000527485', 'ENST00000529115', 'ENST00000529306', 'ENST00000529368', 'ENST00000531149', 'ENST00000532055', 'ENST00000533410', 'ENST00000534797')
27	2	('ENST00000300184', 'ENST00000358246')
27	9	('ENST00000360962', 'ENST00000525449', 'ENST00000525908', 'ENST00000527634', 'ENST00000531415', 'ENST00000532565', 'ENST00000532727', 'ENST00000540737', 'ENST00000642265')
27	1	('ENST00000679753',)
27	10	('ENST00000351960', 'ENST00000358965', 'ENST00000393695', 'ENST00000537217', 'ENST00000542977', 'ENST00000543009', 'ENST00000543937', 'ENST00000544238', 'ENST00000613205', 'ENST00000620566')
27	3	('ENST00000301788', 'ENST00000524819', 'ENST00000531944')
27	5	('ENST00000318201', 'ENST00000343674', 'ENST00000454345', 'ENST00000456247', 'ENST00000524984')
27	5	('ENST00000324932', 'ENST00000355260', 'ENST00000397004', 'ENST00000529379', 'ENST00000650171')
27	6	('ENST00000000442', 'ENST00000405666', 'ENST00000406310', 'ENST00000539594', 'ENST00000545035', 'ENST00000677967')
27	2	('ENST00000310597', 'ENST00000528598')
27	6	('ENST00000311129', 'ENST00000341980', 'ENST00000393055', 'ENST00000527614', 'ENST00000531373', 'ENST00000534521')
27	9	('ENST00000003302', 'ENST00000535607', 'ENST00000537490', 'ENST00000537706', 'ENST00000538475', 'ENST00000540438', 'ENST00000544967', 'ENST00000545540', 'ENST00000545608')
27	1	('ENST00000528865',)
27	1	('ENST00000528328',)
27	4	('ENST00000281428', 'ENST00000344954', 'ENST00000527786', 'ENST00000534087')
27	6	('ENST00000294256', 'ENST00000307289', 'ENST00000377190', 'ENST00000526060', 'ENST00000531018', 'ENST00000532771')
27	9	('ENST00000525964', 'ENST00000534532', 'ENST00000534548', 'ENST00000685324', 'ENST00000688263', 'ENST00000688672', 'ENST00000689205', 'ENST00000690149', 'ENST00000690743')
27	5	('ENST00000302708', 'ENST00000529366', 'ENST00000530803', 'ENST00000532129', 'ENST00000532962')
27	7	('ENST00000308639', 'ENST00000406246', 'ENST00000525693', 'ENST00000526257', 'ENST00000526283', 'ENST00000532999', 'ENST00000612991')
27	5	('ENST00000310653', 'ENST00000336083', 'ENST00000536566', 'ENST00000537446', 'ENST00000541973')
27	6	('ENST00000294256', 'ENST00000307289', 'ENST00000377190', 'ENST00000526060', 'ENST00000527142', 'ENST00000528487')
27	7	('ENST00000227618', 'ENST00000535234', 'ENST00000538393', 'ENST00000542531', 'ENST00000543587', 'ENST00000545680', 'ENST00000545944')
27	9	('ENST00000304363', 'ENST00000401547', 'ENST00000402185', 'ENST00000402789', 'ENST00000405515', 'ENST00000427752', 'ENST00000434573', 'ENST00000441488', 'ENST00000615954')
27	4	('ENST00000342245', 'ENST00000527275', 'ENST00000533123', 'ENST00000534405')
27	2	('ENST00000302708', 'ENST00000532962')
27	2	('ENST00000279230', 'ENST00000540288')
27	1	('ENST00000382409',)
27	1	('ENST00000395074',)
27	1	('ENST00000534341',)
27	1	('ENST00000521849',)
27	6	('ENST00000428192', 'ENST00000535715', 'ENST00000538426', 'ENST00000541478', 'ENST00000543004', 'ENST00000543988')
26	2	('ENST00000278224', 'ENST00000529772')
26	2	('ENST00000321505', 'ENST00000658780')
26	7	('ENST00000382743', 'ENST00000524564', 'ENST00000525319', 'ENST00000529382', 'ENST00000529937', 'ENST00000532837', 'ENST00000532956')
26	3	('ENST00000408993', 'ENST00000530235', 'ENST00000532968')
26	7	('ENST00000279263', 'ENST00000345348', 'ENST00000524690', 'ENST00000524986', 'ENST00000525385', 'ENST00000529414', 'ENST00000529601')
26	4	('ENST00000241041', 'ENST00000378750', 'ENST00000532681', 'ENST00000533151')
26	12	('ENST00000328194', 'ENST00000524446', 'ENST00000526707', 'ENST00000530044', 'ENST00000530780', 'ENST00000679568', 'ENST00000679999', 'ENST00000680294', 'ENST00000680470', 'ENST00000680554', 'ENST00000680742', 'ENST00000681203')
26	5	('ENST00000278279', 'ENST00000308436', 'ENST00000476907', 'ENST00000478537', 'ENST00000496634')
26	4	('ENST00000317459', 'ENST00000394546', 'ENST00000394547', 'ENST00000546133')
26	6	('ENST00000278175', 'ENST00000524948', 'ENST00000525063', 'ENST00000526492', 'ENST00000528544', 'ENST00000528655')
26	2	('ENST00000378750', 'ENST00000532681')
26	7	('ENST00000278302', 'ENST00000380097', 'ENST00000380107', 'ENST00000445329', 'ENST00000506134', 'ENST00000507320', 'ENST00000621176')
26	20	('ENST00000278243', 'ENST00000300730', 'ENST00000396986', 'ENST00000396991', 'ENST00000396993', 'ENST00000463452', 'ENST00000464229', 'ENST00000464441', 'ENST00000464906', 'ENST00000465307', 'ENST00000469307', 'ENST00000475884', 'ENST00000477358', 'ENST00000479072', 'ENST00000490830', 'ENST00000493547', 'ENST00000496834', 'ENST00000528216', 'ENST00000532017', 'ENST00000532523')
26	7	('ENST00000331239', 'ENST00000354421', 'ENST00000528099', 'ENST00000530620', 'ENST00000533154', 'ENST00000540113', 'ENST00000638767')
26	5	('ENST00000349880', 'ENST00000360655', 'ENST00000396085', 'ENST00000396087', 'ENST00000533917')
26	16	('ENST00000301781', 'ENST00000360796', 'ENST00000403734', 'ENST00000405837', 'ENST00000464544', 'ENST00000524862', 'ENST00000532818', 'ENST00000679883', 'ENST00000682223', 'ENST00000682262', 'ENST00000682555', 'ENST00000683025', 'ENST00000683296', 'ENST00000684067', 'ENST00000684285', 'ENST00000684475')
26	9	('ENST00000380542', 'ENST00000399614', 'ENST00000430811', 'ENST00000448187', 'ENST00000526115', 'ENST00000528968', 'ENST00000529361', 'ENST00000530064', 'ENST00000620138')
26	9	('ENST00000382409', 'ENST00000529717', 'ENST00000683307', 'ENST00000685854', 'ENST00000686001', 'ENST00000687329', 'ENST00000689835', 'ENST00000690068', 'ENST00000692634')
26	1	('ENST00000298198',)
26	1	('ENST00000527934',)
26	6	('ENST00000279247', 'ENST00000524773', 'ENST00000526954', 'ENST00000527323', 'ENST00000533129', 'ENST00000533820')
26	1	('ENST00000525341',)
26	6	('ENST00000315204', 'ENST00000358872', 'ENST00000396672', 'ENST00000444064', 'ENST00000447869', 'ENST00000687296')
26	1	('ENST00000528314',)
26	6	('ENST00000278175', 'ENST00000525063', 'ENST00000526492', 'ENST00000528655', 'ENST00000530439', 'ENST00000534464')
26	6	('ENST00000433818', 'ENST00000524766', 'ENST00000527522', 'ENST00000529807', 'ENST00000534064', 'ENST00000534408')
26	4	('ENST00000265651', 'ENST00000526785', 'ENST00000530401', 'ENST00000531080')
26	6	('ENST00000303459', 'ENST00000406787', 'ENST00000407364', 'ENST00000451385', 'ENST00000634627', 'ENST00000634973')
26	8	('ENST00000359005', 'ENST00000434101', 'ENST00000525079', 'ENST00000525303', 'ENST00000528230', 'ENST00000533012', 'ENST00000533058', 'ENST00000533632')
26	5	('ENST00000324932', 'ENST00000355260', 'ENST00000359171', 'ENST00000429801', 'ENST00000529063')
26	13	('ENST00000227266', 'ENST00000527018', 'ENST00000676612', 'ENST00000677208', 'ENST00000677661', 'ENST00000677802', 'ENST00000678395', 'ENST00000678464', 'ENST00000678506', 'ENST00000678520', 'ENST00000678554', 'ENST00000678915', 'ENST00000679224')
26	1	('ENST00000284240',)
26	8	('ENST00000341318', 'ENST00000352980', 'ENST00000377046', 'ENST00000528198', 'ENST00000530446', 'ENST00000531880', 'ENST00000534650', 'ENST00000534681')
26	7	('ENST00000323180', 'ENST00000418153', 'ENST00000530587', 'ENST00000532883', 'ENST00000676320', 'ENST00000690620', 'ENST00000693049')
26	6	('ENST00000302731', 'ENST00000525602', 'ENST00000529430', 'ENST00000529773', 'ENST00000533682', 'ENST00000681650')
26	7	('ENST00000313468', 'ENST00000453471', 'ENST00000525419', 'ENST00000525628', 'ENST00000526339', 'ENST00000526446', 'ENST00000529645')
26	5	('ENST00000393047', 'ENST00000524989', 'ENST00000525785', 'ENST00000531378', 'ENST00000532163')
26	8	('ENST00000389506', 'ENST00000534358', 'ENST00000649699', 'ENST00000649878', 'ENST00000685397', 'ENST00000686370', 'ENST00000686588', 'ENST00000691053')
26	3	('ENST00000254616', 'ENST00000531462', 'ENST00000533379')
26	13	('ENST00000310513', 'ENST00000358597', 'ENST00000361904', 'ENST00000395290', 'ENST00000395292', 'ENST00000525841', 'ENST00000528434', 'ENST00000530151', 'ENST00000531165', 'ENST00000532048', 'ENST00000535982', 'ENST00000543178', 'ENST00000687097')
26	3	('ENST00000064780', 'ENST00000393580', 'ENST00000544075')
26	9	('ENST00000321448', 'ENST00000340360', 'ENST00000525407', 'ENST00000527087', 'ENST00000528219', 'ENST00000530562', 'ENST00000531849', 'ENST00000531852', 'ENST00000684022')
26	4	('ENST00000309032', 'ENST00000394531', 'ENST00000394532', 'ENST00000493798')
26	6	('ENST00000278279', 'ENST00000308436', 'ENST00000476907', 'ENST00000478537', 'ENST00000494385', 'ENST00000496634')
26	18	('ENST00000354202', 'ENST00000392834', 'ENST00000409993', 'ENST00000414373', 'ENST00000442480', 'ENST00000638850', 'ENST00000639704', 'ENST00000640747', 'ENST00000682232', 'ENST00000682326', 'ENST00000682791', 'ENST00000682811', 'ENST00000682946', 'ENST00000683143', 'ENST00000684142', 'ENST00000684255', 'ENST00000684345', 'ENST00000684499')
26	5	('ENST00000419022', 'ENST00000606377', 'ENST00000638914', 'ENST00000639386', 'ENST00000643871')
26	8	('ENST00000316924', 'ENST00000394065', 'ENST00000394067', 'ENST00000394078', 'ENST00000417856', 'ENST00000440228', 'ENST00000475757', 'ENST00000526758')
26	17	('ENST00000354202', 'ENST00000392834', 'ENST00000409993', 'ENST00000414373', 'ENST00000442480', 'ENST00000640102', 'ENST00000640747', 'ENST00000682232', 'ENST00000682326', 'ENST00000682791', 'ENST00000682811', 'ENST00000682946', 'ENST00000683143', 'ENST00000684142', 'ENST00000684255', 'ENST00000684345', 'ENST00000684499')
26	2	('ENST00000433890', 'ENST00000435926')
26	17	('ENST00000278544', 'ENST00000525861', 'ENST00000531352', 'ENST00000532485', 'ENST00000679754', 'ENST00000679866', 'ENST00000679924', 'ENST00000680583', 'ENST00000680842', 'ENST00000681004', 'ENST00000681251', 'ENST00000681257', 'ENST00000681354', 'ENST00000681375', 'ENST00000681411', 'ENST00000681732', 'ENST00000681955')
26	8	('ENST00000450171', 'ENST00000456860', 'ENST00000529432', 'ENST00000529750', 'ENST00000635736', 'ENST00000638086', 'ENST00000638157', 'ENST00000646146')
26	13	('ENST00000331239', 'ENST00000354421', 'ENST00000526335', 'ENST00000527003', 'ENST00000527363', 'ENST00000528099', 'ENST00000528288', 'ENST00000530279', 'ENST00000530620', 'ENST00000531650', 'ENST00000533585', 'ENST00000540113', 'ENST00000617482')
26	4	('ENST00000323578', 'ENST00000449825', 'ENST00000454838', 'ENST00000534207')
26	5	('ENST00000260054', 'ENST00000525503', 'ENST00000529689', 'ENST00000529745', 'ENST00000529856')
26	3	('ENST00000309328', 'ENST00000526877', 'ENST00000531405')
26	5	('ENST00000361352', 'ENST00000392744', 'ENST00000392748', 'ENST00000449321', 'ENST00000456829')
26	25	('ENST00000278520', 'ENST00000423339', 'ENST00000530203', 'ENST00000643839', 'ENST00000644686', 'ENST00000645366', 'ENST00000645439', 'ENST00000645500', 'ENST00000646638', 'ENST00000646818', 'ENST00000679616', 'ENST00000679696', 'ENST00000679708', 'ENST00000679788', 'ENST00000679856', 'ENST00000679960', 'ENST00000680052', 'ENST00000680171', 'ENST00000680532', 'ENST00000680728', 'ENST00000680763', 'ENST00000680859', 'ENST00000680979', 'ENST00000681014', 'ENST00000681164')
26	6	('ENST00000254584', 'ENST00000396777', 'ENST00000423813', 'ENST00000445086', 'ENST00000525235', 'ENST00000614314')
26	3	('ENST00000301919', 'ENST00000530788', 'ENST00000534458')
26	6	('ENST00000395850', 'ENST00000642928', 'ENST00000651485', 'ENST00000651785', 'ENST00000652086', 'ENST00000652678')
26	14	('ENST00000308639', 'ENST00000406246', 'ENST00000525658', 'ENST00000525693', 'ENST00000526283', 'ENST00000527749', 'ENST00000527874', 'ENST00000529389', 'ENST00000531238', 'ENST00000532879', 'ENST00000532999', 'ENST00000533187', 'ENST00000534558', 'ENST00000612991')
26	9	('ENST00000304363', 'ENST00000323599', 'ENST00000401547', 'ENST00000402185', 'ENST00000402789', 'ENST00000405515', 'ENST00000427752', 'ENST00000441488', 'ENST00000615954')
26	34	('ENST00000299626', 'ENST00000376156', 'ENST00000525761', 'ENST00000525783', 'ENST00000526737', 'ENST00000526849', 'ENST00000527099', 'ENST00000530608', 'ENST00000530910', 'ENST00000615266', 'ENST00000679444', 'ENST00000679497', 'ENST00000679539', 'ENST00000679559', 'ENST00000679648', 'ENST00000679986', 'ENST00000680063', 'ENST00000680101', 'ENST00000680223', 'ENST00000680256', 'ENST00000680329', 'ENST00000680398', 'ENST00000680459', 'ENST00000680499', 'ENST00000680580', 'ENST00000680643', 'ENST00000680761', 'ENST00000680829', 'ENST00000681221', 'ENST00000681225', 'ENST00000681417', 'ENST00000681489', 'ENST00000681575', 'ENST00000681699')
26	1	('ENST00000545682',)
26	6	('ENST00000360194', 'ENST00000525338', 'ENST00000528985', 'ENST00000529731', 'ENST00000533050', 'ENST00000627851')
26	6	('ENST00000382743', 'ENST00000524564', 'ENST00000525319', 'ENST00000529937', 'ENST00000532837', 'ENST00000532956')
26	9	('ENST00000398006', 'ENST00000526587', 'ENST00000531154', 'ENST00000612489', 'ENST00000614444', 'ENST00000616540', 'ENST00000618252', 'ENST00000619129', 'ENST00000622211')
25	6	('ENST00000318562', 'ENST00000526909', 'ENST00000528770', 'ENST00000533256', 'ENST00000614442', 'ENST00000650127')
25	9	('ENST00000382409', 'ENST00000527170', 'ENST00000530813', 'ENST00000683307', 'ENST00000685854', 'ENST00000686001', 'ENST00000687329', 'ENST00000689835', 'ENST00000692634')
25	4	('ENST00000346178', 'ENST00000525994', 'ENST00000534613', 'ENST00000534779')
25	3	('ENST00000334636', 'ENST00000530609', 'ENST00000532378')
25	3	('ENST00000308488', 'ENST00000440064', 'ENST00000528095')
25	7	('ENST00000397396', 'ENST00000397397', 'ENST00000397404', 'ENST00000397406', 'ENST00000397408', 'ENST00000409531', 'ENST00000527644')
25	5	('ENST00000260247', 'ENST00000529281', 'ENST00000529294', 'ENST00000531543', 'ENST00000531571')
25	4	('ENST00000227322', 'ENST00000429220', 'ENST00000431973', 'ENST00000444935')
25	5	('ENST00000312562', 'ENST00000448083', 'ENST00000531493', 'ENST00000532401', 'ENST00000534222')
25	7	('ENST00000280352', 'ENST00000393047', 'ENST00000420986', 'ENST00000524989', 'ENST00000525785', 'ENST00000531378', 'ENST00000532163')
25	5	('ENST00000313236', 'ENST00000354064', 'ENST00000359862', 'ENST00000411589', 'ENST00000524725')
25	2	('ENST00000417440', 'ENST00000444739')
25	6	('ENST00000294172', 'ENST00000525576', 'ENST00000530875', 'ENST00000531709', 'ENST00000532297', 'ENST00000533671')
25	1	('ENST00000683865',)
25	3	('ENST00000359957', 'ENST00000425825', 'ENST00000530756')
25	8	('ENST00000422465', 'ENST00000524851', 'ENST00000527446', 'ENST00000528847', 'ENST00000530164', 'ENST00000530170', 'ENST00000530721', 'ENST00000531188')
25	2	('ENST00000358752', 'ENST00000446230')
25	7	('ENST00000434101', 'ENST00000525079', 'ENST00000525303', 'ENST00000528230', 'ENST00000533012', 'ENST00000533058', 'ENST00000533632')
25	4	('ENST00000323688', 'ENST00000529010', 'ENST00000533773', 'ENST00000646648')
25	4	('ENST00000323688', 'ENST00000527580', 'ENST00000529010', 'ENST00000533773')
25	17	('ENST00000313663', 'ENST00000334126', 'ENST00000414160', 'ENST00000442398', 'ENST00000538361', 'ENST00000679415', 'ENST00000679906', 'ENST00000680231', 'ENST00000680665', 'ENST00000680839', 'ENST00000681291', 'ENST00000681310', 'ENST00000681385', 'ENST00000681609', 'ENST00000681811', 'ENST00000681829', 'ENST00000681924')
25	4	('ENST00000330796', 'ENST00000331079', 'ENST00000437750', 'ENST00000525188')
25	5	('ENST00000331581', 'ENST00000452722', 'ENST00000536727', 'ENST00000537058', 'ENST00000542447')
25	1	('ENST00000643371',)
25	3	('ENST00000330796', 'ENST00000331079', 'ENST00000525188')
25	4	('ENST00000321322', 'ENST00000527706', 'ENST00000651172', 'ENST00000651296')
25	5	('ENST00000003302', 'ENST00000537706', 'ENST00000538475', 'ENST00000544967', 'ENST00000545540')
25	1	('ENST00000393580',)
25	1	('ENST00000641673',)
25	5	('ENST00000310653', 'ENST00000336083', 'ENST00000536566', 'ENST00000541588', 'ENST00000541973')
25	3	('ENST00000320580', 'ENST00000524815', 'ENST00000529677')
25	1	('ENST00000532491',)
25	4	('ENST00000306494', 'ENST00000525295', 'ENST00000527057', 'ENST00000528239')
25	2	('ENST00000533050', 'ENST00000627851')
25	6	('ENST00000301886', 'ENST00000352068', 'ENST00000377244', 'ENST00000524831', 'ENST00000529673', 'ENST00000534637')
